train_number,station_id,initial_delay_minutes,cascade_depth,affected_trains_count,delay_spread_minutes,cross_zone_propagation,event_id,frontier_checks
12000,JP,29.0,5,0,127.9,1,EVT004401,[]
12070,JP,41.0,1,0,79.0,0,EVT004402,[]
12180,HWH,1.0,0,0,1.0,0,EVT004403,[]
12099,KGP,1.0,0,0,1.0,0,EVT004404,[]
12281,DLI,48.0,0,0,48.0,0,EVT004405,[]
12100,PUNE,42.0,5,1,121.4,1,EVT004406,[]
12084,BCT,25.0,2,0,66.7,1,EVT004407,[]
12315,SBC,33.0,5,0,149.1,1,EVT004408,[]
12042,BSP,42.0,1,0,80.9,0,EVT004409,[]
12206,MAS,56.0,3,0,197.7,1,EVT004410,[]
12223,BPL,58.0,8,1,320.8,1,EVT004411,[]
12038,PNBE,1.0,0,0,1.0,0,EVT004412,[]
12220,ERS,1.0,0,0,1.0,0,EVT004413,[]
12094,DURG,23.0,5,0,96.1,1,EVT004414,[]
12271,PNBE,68.0,1,0,131.7,1,EVT004415,[]
12024,MAS,34.0,6,1,127.8,1,EVT004416,[]
12125,GHY,37.0,3,1,106.4,1,EVT004417,[]
12072,ADI,59.0,0,0,59.0,0,EVT004418,[]
12212,JHS,40.0,5,1,132.6,1,EVT004419,[]
12139,CTC,26.0,3,1,50.8,1,EVT004420,[]
12026,LDH,21.0,0,0,21.0,0,EVT004421,[]
12164,KYN,25.0,3,0,82.7,1,EVT004422,[]
12032,SBC,50.0,6,1,207.8,1,EVT004423,[]
12084,DLI,22.0,1,1,28.8,1,EVT004424,[]
12058,NDLS,1.0,0,0,1.0,0,EVT004425,[]
12239,BZA,41.0,5,1,116.0,1,EVT004426,[]
12285,JBP,12.0,3,0,34.4,1,EVT004427,[]
12047,GHY,19.0,2,0,49.5,1,EVT004428,[]
12195,DLI,33.0,1,0,63.4,1,EVT004429,[]
12021,UBL,17.0,1,0,32.2,0,EVT004430,[]
12305,ASR,1.0,0,0,1.0,0,EVT004431,[]
12242,BZA,40.0,3,0,138.3,1,EVT004432,[]
12117,NDLS,25.0,2,0,66.7,1,EVT004433,[]
12035,UBL,1.0,0,0,1.0,0,EVT004434,[]
12193,ROU,70.0,2,1,140.9,1,EVT004435,[]
12169,GKP,1.0,0,0,1.0,0,EVT004436,[]
12230,JP,56.0,1,0,108.2,0,EVT004437,[]
12221,BPL,26.0,2,0,69.5,1,EVT004438,[]
12199,MAS,20.0,1,0,38.0,0,EVT004439,[]
12105,PURI,72.0,8,1,403.4,1,EVT004440,[]
12073,PURI,9.0,1,0,15.6,0,EVT004441,[]
12239,VSKP,72.0,6,1,330.6,1,EVT004442,[]
12219,VSKP,39.0,7,1,173.9,1,EVT004443,[]
12161,PRYJ,10.0,0,0,10.0,0,EVT004444,[]
12153,SC,31.0,3,0,104.9,1,EVT004445,[]
12204,KGP,10.0,2,0,23.9,1,EVT004446,[]
12299,UMB,26.0,0,0,26.0,0,EVT004447,[]
12315,MAS,12.0,3,0,34.4,1,EVT004448,[]
12293,SC,9.0,1,0,16.6,0,EVT004449,[]
12097,PRYJ,11.0,2,0,25.8,1,EVT004450,[]
12200,PNBE,33.0,5,0,149.1,1,EVT004451,[]
12227,BZA,41.0,3,1,92.2,1,EVT004452,[]
12268,NGP,54.0,3,0,190.3,1,EVT004453,[]
12241,BBS,72.0,4,1,279.9,1,EVT004454,[]
12310,COR,16.0,0,0,16.0,0,EVT004455,[]
12196,ROU,38.0,3,0,130.9,1,EVT004456,[]
12290,NJP,66.0,9,1,380.2,1,EVT004457,[]
12266,SBC,2.0,0,0,2.0,0,EVT004458,[]
12286,COR,19.0,2,0,49.5,1,EVT004459,[]
12137,SBC,13.0,0,0,13.0,0,EVT004460,[]
12069,LDH,5.0,0,0,5.0,0,EVT004461,[]
12114,BPL,18.0,1,0,34.1,1,EVT004462,[]
12302,PNBE,47.0,8,1,216.6,1,EVT004463,[]
12132,MAS,5.0,0,0,5.0,0,EVT004464,[]
12104,KGP,1.0,0,0,1.0,0,EVT004465,[]
12138,ADI,47.0,3,1,103.2,1,EVT004466,[]
12026,NDLS,82.0,5,1,335.8,1,EVT004467,[]
12131,ROU,67.0,5,1,251.7,1,EVT004468,[]
12275,ASR,35.0,4,0,141.2,1,EVT004469,[]
12207,SDAH,33.0,3,0,112.4,1,EVT004470,[]
12241,BBS,38.0,4,1,124.2,1,EVT004471,[]
12229,NJP,9.0,2,0,21.0,1,EVT004472,[]
12238,DLI,57.0,2,0,157.9,1,EVT004473,[]
12075,TVC,18.0,0,0,18.0,0,EVT004474,[]
12056,JP,61.0,2,0,169.3,1,EVT004475,[]
12116,ROU,29.0,3,0,97.5,1,EVT004476,[]
12100,PRYJ,19.0,1,0,36.1,1,EVT004477,[]
12261,NDLS,35.0,2,0,95.2,1,EVT004478,[]
12215,TVC,17.0,4,0,59.8,1,EVT004479,[]
12176,JBP,34.0,2,0,92.3,1,EVT004480,[]
12245,NGP,43.0,2,0,118.0,1,EVT004481,[]
12139,BZA,7.0,0,0,7.0,0,EVT004482,[]
12160,DURG,55.0,2,0,152.2,1,EVT004483,[]
12223,BPL,45.0,8,1,223.6,1,EVT004484,[]
12000,NJP,29.0,0,0,29.0,0,EVT004485,[]
12031,UMB,20.0,1,0,38.0,0,EVT004486,[]
12148,ADI,40.0,3,1,62.1,1,EVT004487,[]
12311,TATA,38.0,0,0,38.0,0,EVT004488,[]
12046,GKP,20.0,2,0,52.4,1,EVT004489,[]
12195,DLI,10.0,1,0,18.5,1,EVT004490,[]
12133,JBP,78.0,5,1,138.9,1,EVT004491,[]
12071,SUR,2.0,0,0,2.0,0,EVT004492,[]
12004,BBS,1.0,0,0,1.0,0,EVT004493,[]
12187,NDLS,55.0,2,1,112.4,1,EVT004494,[]
12031,LDH,23.0,0,0,23.0,0,EVT004495,[]
12212,SDAH,89.0,10,2,567.2,1,EVT004496,[]
12311,TATA,1.0,0,0,1.0,0,EVT004497,[]
12242,PUNE,41.0,4,1,128.8,1,EVT004498,[]
12126,NDLS,18.0,3,0,56.7,1,EVT004499,[]
12123,SUR,1.0,0,0,1.0,0,EVT004500,[]
12081,BCT,14.0,1,0,26.4,1,EVT004501,[]
12039,MYS,31.0,5,0,138.5,1,EVT004502,[]
12208,PRYJ,42.0,1,0,80.9,0,EVT004503,[]
12286,COR,13.0,2,0,32.4,1,EVT004504,[]
12096,JHS,23.0,0,0,23.0,0,EVT004505,[]
12138,COR,40.0,4,1,123.3,1,EVT004506,[]
12080,PRYJ,39.0,2,0,106.6,1,EVT004507,[]
12255,HWH,32.0,0,0,32.0,0,EVT004508,[]
12158,TVC,1.0,0,0,1.0,0,EVT004509,[]
12020,DD,17.0,1,0,32.2,0,EVT004510,[]
12138,JP,33.0,3,0,112.4,1,EVT004511,[]
12021,MYS,35.0,2,1,71.9,1,EVT004512,[]
12072,NJP,1.0,0,0,1.0,0,EVT004513,[]
12101,KGP,8.0,1,0,14.6,1,EVT004514,[]
12051,NJP,63.0,4,1,225.7,1,EVT004515,[]
12298,SUR,25.0,0,0,25.0,0,EVT004516,[]
12213,SC,66.0,5,1,250.8,1,EVT004517,[]
12138,ADI,8.0,0,0,8.0,0,EVT004518,[]
12216,BPL,37.0,3,0,127.2,1,EVT004519,[]
12202,PNBE,2.0,0,0,2.0,0,EVT004520,[]
12036,BWN,17.0,0,0,17.0,0,EVT004521,[]
12023,NDLS,24.0,1,0,45.8,0,EVT004522,[]
12010,BSL,21.0,4,0,77.9,1,EVT004523,[]
12232,SC,42.0,1,0,80.9,0,EVT004524,[]
12230,JU,82.0,6,1,169.3,1,EVT004525,[]
12184,ROU,64.0,2,0,177.9,1,EVT004526,[]
12069,NDLS,38.0,1,0,73.2,0,EVT004527,[]
12063,GAYA,17.0,1,0,32.2,0,EVT004528,[]
12023,ASR,29.0,0,0,29.0,0,EVT004529,[]
12085,MLDT,71.0,1,0,137.5,0,EVT004530,[]
12193,MAS,13.0,3,0,38.2,1,EVT004531,[]
12070,JU,18.0,0,0,18.0,0,EVT004532,[]
12126,NGP,23.0,1,0,43.9,1,EVT004533,[]
12111,MAS,47.0,5,1,129.0,1,EVT004534,[]
12051,GHY,81.0,5,1,366.4,1,EVT004535,[]
12139,CTC,3.0,0,0,3.0,0,EVT004536,[]
12319,KGP,42.0,3,0,145.7,1,EVT004537,[]
12294,DHN,1.0,0,0,1.0,0,EVT004538,[]
12056,AII,1.0,0,0,1.0,0,EVT004539,[]
12082,GHY,1.0,0,0,1.0,0,EVT004540,[]
12317,BBS,33.0,0,0,33.0,0,EVT004541,[]
12118,JP,1.0,0,0,1.0,0,EVT004542,[]
12178,BWN,28.0,2,1,41.2,1,EVT004543,[]
12307,NGP,8.0,1,0,13.7,1,EVT004544,[]
12219,PURI,34.0,5,0,154.4,1,EVT004545,[]
12248,HWH,13.0,2,0,32.4,1,EVT004546,[]
12277,NDLS,46.0,1,0,88.8,0,EVT004547,[]
12168,JBP,26.0,0,0,26.0,0,EVT004548,[]
12195,ASR,1.0,0,0,1.0,0,EVT004549,[]
12244,JP,68.0,3,1,222.7,1,EVT004550,[]
12044,PRYJ,66.0,0,0,66.0,0,EVT004551,[]
12085,SDAH,5.0,0,0,5.0,0,EVT004552,[]
12062,NDLS,18.0,1,0,34.1,1,EVT004553,[]
12133,JBP,26.0,0,0,26.0,0,EVT004554,[]
12071,JP,21.0,3,0,67.8,1,EVT004555,[]
12276,SC,20.0,2,0,52.4,1,EVT004556,[]
12275,BAM,51.0,1,0,98.5,0,EVT004557,[]
12117,NDLS,6.0,0,0,6.0,0,EVT004558,[]
12278,COR,34.0,3,0,116.1,1,EVT004559,[]
12219,SDAH,63.0,7,1,321.8,1,EVT004560,[]
12041,JHS,70.0,3,0,249.6,1,EVT004561,[]
12097,PNBE,72.0,8,1,379.7,1,EVT004562,[]
12188,ROU,23.0,2,1,49.6,1,EVT004563,[]
12064,NDLS,1.0,0,0,1.0,0,EVT004564,[]
12165,NGP,46.0,1,0,88.8,1,EVT004565,[]
12285,NJP,59.0,0,0,59.0,0,EVT004566,[]
12173,PRYJ,1.0,0,0,1.0,0,EVT004567,[]
12170,CSMT,60.0,7,1,317.5,1,EVT004568,[]
12304,UBL,25.0,4,0,96.0,1,EVT004569,[]
12233,MAS,32.0,1,0,61.5,0,EVT004570,[]
12006,COR,34.0,6,1,105.9,1,EVT004571,[]
12041,JHS,1.0,0,0,1.0,0,EVT004572,[]
12060,GHY,53.0,4,0,222.7,1,EVT004573,[]
12082,MLDT,33.0,1,0,63.4,0,EVT004574,[]
12257,SBC,55.0,7,1,275.0,1,EVT004575,[]
12010,BSL,62.0,4,0,263.4,1,EVT004576,[]
12286,NDLS,38.0,3,0,130.9,1,EVT004577,[]
12049,ADI,59.0,1,0,114.1,0,EVT004578,[]
12306,MAO,20.0,3,0,64.1,1,EVT004579,[]
12017,UMB,57.0,0,0,57.0,0,EVT004580,[]
12123,CSMT,89.0,9,2,327.1,1,EVT004581,[]
12142,TATA,49.0,8,1,231.6,1,EVT004582,[]
12122,CSMT,27.0,3,1,78.8,1,EVT004583,[]
12177,KGP,79.0,3,0,283.0,1,EVT004584,[]
12065,MFP,36.0,4,0,145.8,1,EVT004585,[]
12263,SBC,28.0,3,0,93.8,1,EVT004586,[]
12297,GHY,33.0,1,0,63.4,0,EVT004587,[]
12262,SDAH,29.0,3,0,97.5,1,EVT004588,[]
12015,MYS,15.0,4,0,50.7,1,EVT004589,[]
12190,COR,33.0,2,0,89.5,1,EVT004590,[]
12060,JBP,43.0,2,0,118.0,1,EVT004591,[]
12073,BAM,40.0,7,1,180.6,1,EVT004592,[]
12106,MAS,8.0,0,0,8.0,0,EVT004593,[]
12109,DLI,1.0,0,0,1.0,0,EVT004594,[]
12149,CTC,43.0,0,0,43.0,0,EVT004595,[]
12140,MAS,46.0,5,1,173.8,1,EVT004596,[]
12199,MYS,5.0,0,0,5.0,0,EVT004597,[]
12077,CTC,39.0,4,0,159.3,1,EVT004598,[]
12088,MAS,1.0,0,0,1.0,0,EVT004599,[]
12290,HWH,105.0,9,2,625.9,1,EVT004600,[]
12199,MAS,91.0,7,1,513.1,1,EVT004601,[]
12286,PNBE,34.0,5,0,154.4,1,EVT004602,[]
12218,MAO,1.0,0,0,1.0,0,EVT004603,[]
12299,PRYJ,32.0,2,0,86.6,1,EVT004604,[]
12188,BPL,25.0,4,0,96.0,1,EVT004605,[]
12152,PUNE,24.0,0,0,24.0,0,EVT004606,[]
12148,ADI,14.0,0,0,14.0,0,EVT004607,[]
12024,TPJ,44.0,9,1,221.3,1,EVT004608,[]
12081,NGP,11.0,2,0,26.7,1,EVT004609,[]
12023,CSMT,27.0,3,0,90.1,1,EVT004610,[]
12081,R,1.0,0,0,1.0,0,EVT004611,[]
12253,GHY,1.0,0,0,1.0,0,EVT004612,[]
12025,BBS,32.0,0,0,32.0,0,EVT004613,[]
12009,NDLS,37.0,3,0,127.2,1,EVT004614,[]
12099,MAS,21.0,3,0,67.8,1,EVT004615,[]
12173,BPL,27.0,2,0,72.4,1,EVT004616,[]
12285,SBC,40.0,5,0,186.2,1,EVT004617,[]
12278,MYS,61.0,6,1,246.0,1,EVT004618,[]
12221,PRYJ,48.0,4,0,200.0,1,EVT004619,[]
12032,UBL,1.0,0,0,1.0,0,EVT004620,[]
12243,NDLS,44.0,1,0,84.8,0,EVT004621,[]
12186,ASN,33.0,0,0,33.0,0,EVT004622,[]
12013,COR,1.0,0,0,1.0,0,EVT004623,[]
12243,PRYJ,76.0,2,0,212.1,1,EVT004624,[]
12099,ASN,19.0,0,0,19.0,0,EVT004625,[]
12023,ASR,64.0,6,1,238.7,1,EVT004626,[]
12066,BBS,25.0,2,0,66.7,1,EVT004627,[]
12214,BBS,25.0,3,0,82.7,1,EVT004628,[]
12226,NGP,29.0,2,0,78.1,0,EVT004629,[]
12022,COR,25.0,0,0,25.0,0,EVT004630,[]
12296,PRYJ,37.0,5,1,130.2,1,EVT004631,[]
12199,MAS,48.0,7,1,219.3,1,EVT004632,[]
12287,KYN,22.0,0,0,22.0,0,EVT004633,[]
12155,DLI,18.0,0,0,18.0,0,EVT004634,[]
12022,JBP,9.0,1,0,16.6,0,EVT004635,[]
12136,BBS,12.0,2,0,29.6,1,EVT004636,[]
12213,ADI,31.0,4,0,123.1,1,EVT004637,[]
12149,CTC,83.0,5,1,232.6,1,EVT004638,[]
12112,NDLS,31.0,2,0,83.8,1,EVT004639,[]
12154,DLI,10.0,0,0,10.0,0,EVT004640,[]
12258,BBS,2.0,0,0,2.0,0,EVT004641,[]
12154,DLI,81.0,0,0,81.0,0,EVT004642,[]
12048,BZA,81.0,3,0,290.4,1,EVT004643,[]
12277,ASR,1.0,0,0,1.0,0,EVT004644,[]
12079,ROU,19.0,3,0,60.4,1,EVT004645,[]
12159,JP,1.0,0,0,1.0,0,EVT004646,[]
12200,JHS,74.0,3,0,264.5,1,EVT004647,[]
12057,MAS,24.0,1,0,45.8,1,EVT004648,[]
12215,TVC,1.0,0,0,1.0,0,EVT004649,[]
12014,BCT,42.0,2,0,115.2,1,EVT004650,[]
12223,BPL,1.0,0,0,1.0,0,EVT004651,[]
12216,COR,47.0,2,0,129.4,1,EVT004652,[]
12195,DLI,46.0,1,0,88.8,1,EVT004653,[]
12146,RTM,1.0,0,0,1.0,0,EVT004654,[]
12216,COR,23.0,2,0,61.0,1,EVT004655,[]
12192,GHY,72.0,6,1,287.8,1,EVT004656,[]
12068,CSMT,43.0,0,0,43.0,0,EVT004657,[]
12063,GAYA,26.0,1,0,49.8,0,EVT004658,[]
12267,PURI,20.0,5,0,80.2,1,EVT004659,[]
12107,SC,29.0,2,0,78.1,1,EVT004660,[]
12014,GHY,27.0,4,0,105.0,1,EVT004661,[]
12120,CTC,15.0,0,0,15.0,0,EVT004662,[]
12111,VSKP,24.0,2,0,63.8,1,EVT004663,[]
12159,AII,44.0,4,1,84.3,1,EVT004664,[]
12004,BBS,25.0,2,0,66.7,1,EVT004665,[]
12089,BPL,1.0,0,0,1.0,0,EVT004666,[]
12175,BPL,31.0,1,0,59.5,1,EVT004667,[]
12039,COR,69.0,2,0,192.2,1,EVT004668,[]
12234,NDLS,13.0,0,0,13.0,0,EVT004669,[]
12041,PNBE,28.0,1,0,53.6,1,EVT004670,[]
12091,VSKP,53.0,4,0,222.7,1,EVT004671,[]
12214,KYN,6.0,0,0,6.0,0,EVT004672,[]
12292,HYB,41.0,0,0,41.0,0,EVT004673,[]
12212,SDAH,34.0,5,1,132.5,1,EVT004674,[]
12265,KGP,6.0,0,0,6.0,0,EVT004675,[]
12251,R,35.0,0,0,35.0,0,EVT004676,[]
12214,BBS,7.0,0,0,7.0,0,EVT004677,[]
12143,KGP,1.0,0,0,1.0,0,EVT004678,[]
12252,BPL,1.0,0,0,1.0,0,EVT004679,[]
12312,BBS,42.0,3,0,145.7,1,EVT004680,[]
12047,MFP,23.0,0,0,23.0,0,EVT004681,[]
12264,KYN,20.0,0,0,20.0,0,EVT004682,[]
12059,TVC,54.0,0,0,54.0,0,EVT004683,[]
12140,SC,82.0,6,1,416.3,1,EVT004684,[]
12282,CTC,12.0,3,0,34.4,1,EVT004685,[]
12190,COR,11.0,2,0,26.7,1,EVT004686,[]
12080,PNBE,35.0,1,0,67.3,1,EVT004687,[]
12164,CSMT,12.0,2,0,29.6,1,EVT004688,[]
12172,VSKP,33.0,2,0,89.5,1,EVT004689,[]
12214,BBS,36.0,3,0,123.5,1,EVT004690,[]
12117,COR,34.0,5,1,132.5,1,EVT004691,[]
12097,PNBE,15.0,4,0,50.7,1,EVT004692,[]
12184,ROU,62.0,2,0,172.2,1,EVT004693,[]
12301,MDU,39.0,4,0,159.3,1,EVT004694,[]
12111,MDU,81.0,6,1,317.4,1,EVT004695,[]
12238,CSMT,30.0,1,0,57.5,0,EVT004696,[]
12029,GHY,20.0,0,0,20.0,0,EVT004697,[]
12184,KGP,1.0,0,0,1.0,0,EVT004698,[]
12127,NJP,50.0,2,0,138.0,1,EVT004699,[]
12088,MAS,5.0,0,0,5.0,0,EVT004700,[]
12097,BSL,8.0,0,0,8.0,0,EVT004701,[]
12018,MLDT,47.0,4,0,195.5,1,EVT004702,[]
12233,HWH,13.0,3,0,38.2,1,EVT004703,[]
12032,RTM,25.0,0,0,25.0,0,EVT004704,[]
12181,NJP,37.0,0,0,37.0,0,EVT004705,[]
12219,VSKP,24.0,3,0,79.0,1,EVT004706,[]
12163,VSKP,25.0,0,0,25.0,0,EVT004707,[]
12067,BSP,63.0,4,0,267.9,1,EVT004708,[]
12253,GKP,26.0,3,0,86.4,1,EVT004709,[]
12211,COR,31.0,2,0,83.8,1,EVT004710,[]
12081,BBS,38.0,4,1,74.7,1,EVT004711,[]
12014,BBS,17.0,1,0,32.2,0,EVT004712,[]
12082,NJP,15.0,2,0,38.1,1,EVT004713,[]
12054,COR,22.0,0,0,22.0,0,EVT004714,[]
12152,JP,56.0,7,1,238.0,1,EVT004715,[]
12062,UMB,57.0,4,1,211.2,1,EVT004716,[]
12049,ST,16.0,0,0,16.0,0,EVT004717,[]
12003,ST,29.0,0,0,29.0,0,EVT004718,[]
12090,SBC,68.0,10,1,383.1,1,EVT004719,[]
12234,PRYJ,46.0,5,1,123.6,1,EVT004720,[]
12311,KGP,53.0,1,0,102.4,0,EVT004721,[]
12060,ADI,16.0,3,0,49.3,1,EVT004722,[]
12299,PRYJ,52.0,2,0,143.7,1,EVT004723,[]
12262,NGP,55.0,5,1,147.6,1,EVT004724,[]
12272,NDLS,18.0,1,0,34.1,1,EVT004725,[]
12187,SDAH,64.0,4,1,122.3,1,EVT004726,[]
12043,BCT,21.0,4,0,77.9,1,EVT004727,[]
12140,HYB,63.0,7,1,333.0,1,EVT004728,[]
12061,VSKP,1.0,0,0,1.0,0,EVT004729,[]
12215,JP,18.0,3,0,56.7,1,EVT004730,[]
12017,LDH,1.0,0,0,1.0,0,EVT004731,[]
12017,LDH,50.0,1,0,96.5,0,EVT004732,[]
12055,MAS,9.0,1,0,15.6,1,EVT004733,[]
12130,KYN,10.0,2,0,23.9,1,EVT004734,[]
12231,HWH,1.0,0,0,1.0,0,EVT004735,[]
12104,KGP,72.0,3,1,225.1,1,EVT004736,[]
12155,DLI,55.0,4,1,152.9,1,EVT004737,[]
12198,LDH,1.0,0,0,1.0,0,EVT004738,[]
12318,KYN,43.0,0,0,43.0,0,EVT004739,[]
12215,TVC,1.0,0,0,1.0,0,EVT004740,[]
12056,JP,55.0,2,0,152.2,1,EVT004741,[]
12088,ERS,22.0,4,0,82.4,1,EVT004742,[]
12279,MFP,17.0,0,0,17.0,0,EVT004743,[]
12082,NJP,1.0,0,0,1.0,0,EVT004744,[]
12071,AII,54.0,6,1,240.2,1,EVT004745,[]
12206,MAS,54.0,3,0,190.3,1,EVT004746,[]
12104,MAS,17.0,1,0,32.2,1,EVT004747,[]
12249,MLDT,24.0,4,0,91.5,1,EVT004748,[]
12165,BCT,62.0,4,1,113.1,1,EVT004749,[]
12064,HWH,13.0,3,0,37.2,1,EVT004750,[]
12006,PNBE,1.0,0,0,1.0,0,EVT004751,[]
12051,ADI,1.0,0,0,1.0,0,EVT004752,[]
12284,SDAH,25.0,0,0,25.0,0,EVT004753,[]
12288,ERS,1.0,0,0,1.0,0,EVT004754,[]
12256,NDLS,28.0,3,0,93.8,1,EVT004755,[]
12200,SBC,42.0,1,0,80.9,0,EVT004756,[]
12069,NDLS,8.0,1,0,14.6,0,EVT004757,[]
12290,MLDT,32.0,4,0,127.7,1,EVT004758,[]
12239,VSKP,53.0,6,1,214.3,1,EVT004759,[]
12212,JHS,64.0,5,1,261.9,1,EVT004760,[]
12068,BPL,14.0,2,0,35.3,1,EVT004761,[]
12144,MS,5.0,0,0,5.0,0,EVT004762,[]
12248,MLDT,1.0,0,0,1.0,0,EVT004763,[]
12161,BSP,34.0,1,0,65.3,1,EVT004764,[]
12011,ADI,36.0,0,0,36.0,0,EVT004765,[]
12315,MYS,26.0,6,0,121.1,1,EVT004766,[]
12003,KYN,47.0,3,0,164.3,1,EVT004767,[]
12036,MAS,38.0,5,1,144.3,1,EVT004768,[]
12000,JP,49.0,5,0,233.9,1,EVT004769,[]
12243,NDLS,1.0,0,0,1.0,0,EVT004770,[]
12078,SUR,44.0,4,1,84.3,1,EVT004771,[]
12093,HWH,30.0,0,0,30.0,0,EVT004772,[]
12171,PUNE,28.0,3,0,93.8,1,EVT004773,[]
12109,TATA,53.0,9,1,280.5,1,EVT004774,[]
12168,BPL,28.0,1,0,53.6,0,EVT004775,[]
12197,SC,4.0,0,0,4.0,0,EVT004776,[]
12011,MLDT,15.0,3,0,45.6,1,EVT004777,[]
12232,BZA,1.0,0,0,1.0,0,EVT004778,[]
12192,ADI,32.0,1,0,61.5,1,EVT004779,[]
12201,NJP,14.0,0,0,14.0,0,EVT004780,[]
12100,SDAH,29.0,3,0,97.5,1,EVT004781,[]
12025,AII,19.0,3,0,60.4,1,EVT004782,[]
12169,MFP,1.0,0,0,1.0,0,EVT004783,[]
12154,DLI,31.0,0,0,31.0,0,EVT004784,[]
12278,BPL,17.0,2,0,43.8,1,EVT004785,[]
12285,BPL,65.0,4,0,277.0,1,EVT004786,[]
12059,BSP,1.0,0,0,1.0,0,EVT004787,[]
12245,SUR,7.0,0,0,7.0,0,EVT004788,[]
12248,HWH,23.0,2,0,61.0,1,EVT004789,[]
12151,BCT,86.0,4,0,372.0,1,EVT004790,[]
12018,SDAH,41.0,3,0,142.0,1,EVT004791,[]
12167,ST,23.0,3,0,75.3,1,EVT004792,[]
12300,SBC,1.0,0,0,1.0,0,EVT004793,[]
12171,PNBE,7.0,1,0,12.7,0,EVT004794,[]
12109,DLI,42.0,5,1,121.4,1,EVT004795,[]
12091,PNBE,28.0,1,0,53.6,0,EVT004796,[]
12022,JBP,1.0,0,0,1.0,0,EVT004797,[]
12035,MAO,4.0,0,0,4.0,0,EVT004798,[]
12046,PNBE,40.0,1,0,77.0,1,EVT004799,[]
12077,NGP,1.0,0,0,1.0,0,EVT004800,[]
12139,VSKP,21.0,2,0,55.2,0,EVT004801,[]
12148,JBP,51.0,6,1,158.2,1,EVT004802,[]
12129,TVC,19.0,0,0,19.0,0,EVT004803,[]
12256,DLI,52.0,2,0,143.7,1,EVT004804,[]
12048,JBP,56.0,1,0,108.2,1,EVT004805,[]
12106,MAS,63.0,2,1,133.9,1,EVT004806,[]
12212,NDLS,39.0,7,1,166.0,1,EVT004807,[]
12305,BSP,49.0,7,1,205.8,1,EVT004808,[]
12250,MAS,22.0,1,0,42.0,0,EVT004809,[]
12074,MYS,41.0,4,0,168.4,1,EVT004810,[]
12047,MFP,63.0,0,0,63.0,0,EVT004811,[]
12167,NGP,1.0,0,0,1.0,0,EVT004812,[]
12099,KGP,30.0,2,0,80.9,1,EVT004813,[]
12132,DLI,26.0,0,0,26.0,0,EVT004814,[]
12076,SC,81.0,1,0,157.0,1,EVT004815,[]
12254,NGP,5.0,0,0,5.0,0,EVT004816,[]
12185,RTM,1.0,0,0,1.0,0,EVT004817,[]
12213,CSMT,83.0,6,1,397.9,1,EVT004818,[]
12144,MS,5.0,0,0,5.0,0,EVT004819,[]
12172,VSKP,28.0,2,0,75.2,1,EVT004820,[]
12316,MS,27.0,4,0,105.0,1,EVT004821,[]
12068,NGP,33.0,1,0,63.4,0,EVT004822,[]
12049,ST,57.0,0,0,57.0,0,EVT004823,[]
12083,VSKP,34.0,3,0,116.1,1,EVT004824,[]
12319,HYB,1.0,0,0,1.0,0,EVT004825,[]
12150,BPL,1.0,0,0,1.0,0,EVT004826,[]
12240,KGP,1.0,0,0,1.0,0,EVT004827,[]
12269,SC,14.0,1,0,26.4,1,EVT004828,[]
12103,SDAH,23.0,3,0,75.3,1,EVT004829,[]
12119,BZA,61.0,7,2,263.8,1,EVT004830,[]
12273,BPL,65.0,4,1,234.9,1,EVT004831,[]
12249,KGP,21.0,2,0,55.2,1,EVT004832,[]
12285,JBP,1.0,0,0,1.0,0,EVT004833,[]
12104,KGP,1.0,0,0,1.0,0,EVT004834,[]
12040,JP,46.0,6,1,184.0,1,EVT004835,[]
12025,JP,49.0,2,0,135.1,1,EVT004836,[]
12176,BPL,24.0,1,0,45.8,1,EVT004837,[]
12072,MLDT,1.0,0,0,1.0,0,EVT004838,[]
12173,MYS,48.0,6,1,213.3,1,EVT004839,[]
12297,R,28.0,5,0,122.6,1,EVT004840,[]
12037,PNBE,47.0,5,1,129.9,1,EVT004841,[]
12057,KGP,45.0,5,1,137.6,1,EVT004842,[]
12175,JP,13.0,3,0,38.2,1,EVT004843,[]
12307,BCT,1.0,0,0,1.0,0,EVT004844,[]
12240,ERS,12.0,2,0,29.6,1,EVT004845,[]
12291,NJP,13.0,0,0,13.0,0,EVT004846,[]
12170,DLI,32.0,5,1,111.8,1,EVT004847,[]
12230,JU,32.0,0,0,32.0,0,EVT004848,[]
12311,KGP,43.0,1,0,82.9,0,EVT004849,[]
12222,JBP,49.0,1,0,94.6,0,EVT004850,[]
12041,PNBE,27.0,1,0,51.7,1,EVT004851,[]
12029,BPL,1.0,0,0,1.0,0,EVT004852,[]
12130,CTC,43.0,0,0,43.0,0,EVT004853,[]
12319,KGP,49.0,3,0,171.7,1,EVT004854,[]
12040,JP,18.0,2,0,46.7,1,EVT004855,[]
12096,BPL,8.0,1,0,14.6,1,EVT004856,[]
12266,COR,33.0,5,1,108.7,1,EVT004857,[]
12029,BPL,1.0,0,0,1.0,0,EVT004858,[]
12296,AGC,34.0,4,1,92.3,1,EVT004859,[]
12240,ERS,55.0,2,0,152.2,1,EVT004860,[]
12135,DURG,52.0,8,1,232.0,1,EVT004861,[]
12031,LDH,13.0,0,0,13.0,0,EVT004862,[]
12082,GHY,39.0,3,0,134.6,1,EVT004863,[]
