scenario_id,train_number,station_id,zone_id,initial_delay_minutes,station_degree,platform_capacity,track_congestion_index,has_rolling_stock_dependency,weather_condition,weather_severity,delay_cause,traffic_category,cascade_depth,affected_trains_count,delay_spread_minutes,cross_zone_propagation
SIM003820,12196,NGP,CR,32,7,8,0.45,1,Clear,0,Infrastructure,HIGH,3,2,151.0,1
SIM003821,12163,VSKP,ECoR,6,5,8,0.29,1,Clear,0,Signal,HIGH,0,0,6.0,0
SIM003822,12257,UBL,SWR,29,3,6,0.89,1,Fog,2,Weather,MEDIUM,2,2,151.3,1
SIM003823,12266,COR,WCR,30,5,8,0.51,1,Rain,1,Rolling Stock,MEDIUM,2,0,133.0,1
SIM003824,12189,ASR,NR,30,4,6,0.12,1,Rain,1,Infrastructure,MEDIUM,3,2,164.3,0
SIM003825,12136,VSKP,ECoR,36,5,8,0.64,1,Rain,1,Signal,HIGH,2,0,170.8,1
SIM003826,12126,NGP,CR,48,7,8,0.35,1,Storm,3,Rolling Stock,HIGH,4,2,587.1,1
SIM003827,12097,PRYJ,NCR,11,6,10,1.08,1,Rain,1,Crew,HIGH,1,0,16.1,1
SIM003828,12023,DLI,NR,3,3,10,0.39,1,Heavy Rain,2,Passenger,HIGH,0,0,3.0,0
SIM003829,12301,SDAH,ER,1,3,20,0.16,1,Clear,0,Signal,HIGH,0,0,1.0,0
SIM003830,12190,BSP,SECR,2,6,8,0.79,0,Clear,0,Infrastructure,HIGH,0,0,2.0,0
SIM003831,12247,AGC,NCR,67,2,6,0.32,0,Clear,0,Weather,MEDIUM,5,0,888.4,1
SIM003832,12314,COR,WCR,48,5,8,0.52,0,Storm,3,Rolling Stock,MEDIUM,3,0,385.9,1
SIM003833,12054,COR,WCR,1,5,8,0.29,0,Rain,1,Rolling Stock,MEDIUM,0,0,1.0,0
SIM003834,12271,KGP,SER,34,5,9,0.81,1,Rain,1,Rolling Stock,HIGH,3,0,151.7,1
SIM003835,12231,GHY,NFR,35,4,6,1.2,1,Clear,0,Infrastructure,HIGH,3,2,192.8,1
SIM003836,12078,MAS,SR,63,9,12,0.97,1,Heavy Rain,2,Operational,HIGH,5,4,1152.3,0
SIM003837,12115,NGP,CR,56,7,8,0.93,1,Clear,0,Operational,HIGH,4,2,733.2,1
SIM003838,12118,MS,SR,33,2,10,0.67,0,Clear,0,Infrastructure,MEDIUM,2,0,111.1,0
SIM003839,12082,GHY,NFR,35,4,6,0.66,0,Clear,0,Rolling Stock,HIGH,2,0,160.9,1
SIM003840,12188,BPL,WCR,60,6,6,1.24,1,Clear,0,Signal,HIGH,4,2,964.3,1
SIM003841,12175,BPL,WCR,28,6,6,0.45,0,Rain,1,Signal,HIGH,2,0,124.0,1
SIM003842,12201,NJP,NFR,55,2,6,0.34,1,Clear,0,Rolling Stock,MEDIUM,4,4,451.8,1
SIM003843,12029,ADI,WR,1,6,12,1.06,0,Clear,0,Crew,HIGH,0,0,1.0,0
SIM003844,12231,HWH,ER,50,5,23,1.1,1,Clear,0,Crew,HIGH,4,2,664.1,1
SIM003845,12258,BCT,WR,4,6,7,1.09,0,Clear,0,Operational,HIGH,0,0,4.0,0
SIM003846,12257,SC,SCR,26,7,10,1.05,1,Clear,0,Infrastructure,HIGH,2,2,87.7,1
SIM003847,12061,VSKP,ECoR,1,5,8,0.52,1,Clear,0,Signal,HIGH,0,0,1.0,0
SIM003848,12073,NDLS,NR,1,9,16,0.81,1,Rain,1,Weather,HIGH,0,0,1.0,0
SIM003849,12154,NGP,CR,64,7,8,0.19,0,Clear,0,Operational,HIGH,5,0,1053.6,1
SIM003850,12126,UMB,NR,37,3,8,0.98,1,Fog,2,Weather,MEDIUM,3,2,215.4,0
SIM003851,12057,BZA,SCR,19,5,10,1.09,1,Rain,1,Rolling Stock,HIGH,1,0,42.0,1
SIM003852,12232,SC,SCR,42,7,10,0.68,0,Clear,0,Rolling Stock,HIGH,3,0,254.2,1
SIM003853,12211,TVC,SR,42,5,5,1.23,1,Clear,0,Signal,HIGH,3,0,331.5,0
SIM003854,12169,GKP,NER,44,5,10,0.47,0,Clear,0,Operational,HIGH,3,0,290.7,1
SIM003855,12189,ASR,NR,23,4,6,0.19,1,Heavy Rain,2,Signal,MEDIUM,2,2,67.7,0
SIM003856,12214,BCT,WR,30,6,7,0.52,1,Rain,1,Rolling Stock,HIGH,2,0,108.6,0
SIM003857,12029,JBP,WCR,20,4,7,1.06,0,Clear,0,Passenger,HIGH,2,0,64.2,1
SIM003858,12277,ASR,NR,41,4,6,0.56,0,Heavy Rain,2,Infrastructure,MEDIUM,3,0,271.7,1
SIM003859,12239,VSKP,ECoR,34,5,8,1.07,1,Clear,0,Weather,HIGH,2,0,160.9,1
SIM003860,12019,BSP,SECR,55,6,8,1.2,1,Rain,1,Passenger,HIGH,4,2,698.3,1
SIM003861,12072,GHY,NFR,14,4,6,1.2,0,Clear,0,Signal,HIGH,0,0,14.0,0
SIM003862,12125,GKP,NER,41,5,10,0.84,1,Clear,0,Passenger,HIGH,3,2,254.5,1
SIM003863,12232,BZA,SCR,41,5,10,1.26,0,Rain,1,Crew,HIGH,3,0,312.8,1
SIM003864,12115,NGP,CR,16,7,8,0.53,1,Clear,0,Rolling Stock,HIGH,1,0,38.7,1
SIM003865,12287,ADI,WR,27,6,12,0.38,1,Clear,0,Rolling Stock,HIGH,2,2,95.6,0
SIM003866,12017,LDH,NR,69,3,6,0.13,0,Clear,0,Operational,MEDIUM,5,0,1457.8,1
SIM003867,12113,VSKP,ECoR,40,5,8,0.74,1,Rain,1,Operational,HIGH,3,0,269.0,1
SIM003868,12082,MLDT,ER,11,5,5,0.63,0,Heavy Rain,2,Weather,LOW,1,0,16.3,0
SIM003869,12045,NGP,CR,55,7,8,0.53,0,Clear,0,Rolling Stock,HIGH,4,0,627.5,1
SIM003870,12056,AII,NWR,1,3,6,0.64,0,Clear,0,Signal,MEDIUM,0,0,1.0,0
SIM003871,12063,DHN,ECR,55,4,7,0.42,1,Clear,0,Passenger,MEDIUM,4,2,890.5,1
SIM003872,12094,BSP,SECR,1,6,8,0.96,1,Clear,0,Crew,HIGH,0,0,1.0,0
SIM003873,12249,KGP,SER,6,5,9,0.16,1,Clear,0,Rolling Stock,HIGH,0,0,6.0,0
SIM003874,12305,ASR,NR,7,4,6,0.72,1,Clear,0,Rolling Stock,MEDIUM,0,0,7.0,0
SIM003875,12211,JP,NWR,32,6,7,0.97,1,Clear,0,Signal,HIGH,2,0,148.3,0
SIM003876,12110,NDLS,NR,26,9,16,0.27,1,Clear,0,Rolling Stock,HIGH,2,0,91.2,1
SIM003877,12125,PNBE,ECR,36,7,10,1.22,1,Clear,0,Weather,HIGH,3,2,184.2,1
SIM003878,12216,BPL,WCR,1,6,6,1.12,1,Fog,2,Crew,HIGH,0,0,1.0,0
SIM003879,12069,NDLS,NR,38,9,16,0.91,1,Clear,0,Crew,HIGH,3,2,318.9,1
SIM003880,12145,JU,NWR,57,3,6,0.5,1,Clear,0,Rolling Stock,MEDIUM,4,0,796.7,0
SIM003881,12030,BBS,ECoR,77,6,6,1.21,0,Clear,0,Weather,HIGH,5,0,1186.2,1
SIM003882,12115,BCT,WR,53,6,7,0.54,1,Storm,3,Rolling Stock,HIGH,4,2,688.8,1
SIM003883,12226,NGP,CR,29,7,8,1.25,1,Clear,0,Signal,HIGH,2,0,132.2,1
SIM003884,12203,PNBE,ECR,20,7,10,0.69,1,Clear,0,Operational,HIGH,1,0,44.3,0
SIM003885,12002,KYN,CR,31,5,8,0.78,0,Clear,0,Signal,HIGH,3,0,151.3,1
SIM003886,12200,PNBE,ECR,28,7,10,1.0,0,Clear,0,Weather,HIGH,2,0,109.6,1
SIM003887,12263,UBL,SWR,49,3,6,0.34,0,Clear,0,Weather,MEDIUM,4,0,546.5,1
SIM003888,12293,SC,SCR,49,7,10,0.21,0,Clear,0,Infrastructure,HIGH,4,0,440.9,1
SIM003889,12151,HYB,SCR,1,1,6,0.34,0,Clear,0,Crew,MEDIUM,0,0,1.0,0
SIM003890,12120,CTC,ECoR,38,1,6,0.54,1,Clear,0,Signal,MEDIUM,2,2,114.3,0
SIM003891,12221,PRYJ,NCR,10,6,10,0.75,0,Fog,2,Infrastructure,HIGH,1,0,15.0,0
SIM003892,12099,MDU,SR,47,4,6,0.19,0,Rain,1,Operational,MEDIUM,3,0,376.5,0
SIM003893,12262,NDLS,NR,54,9,16,0.57,1,Clear,0,Signal,HIGH,4,2,682.7,1
SIM003894,12089,NGP,CR,25,7,8,0.24,1,Clear,0,Infrastructure,HIGH,1,0,58.3,1
SIM003895,12167,BCT,WR,1,6,7,0.87,0,Clear,0,Weather,HIGH,0,0,1.0,0
SIM003896,12242,BZA,SCR,67,5,10,0.55,1,Rain,1,Weather,HIGH,5,2,1301.2,1
SIM003897,12115,NGP,CR,54,7,8,0.5,1,Clear,0,Weather,HIGH,4,2,795.3,1
SIM003898,12218,UBL,SWR,31,3,6,0.39,1,Clear,0,Weather,MEDIUM,2,0,138.0,1
SIM003899,12176,JBP,WCR,30,4,7,0.54,1,Clear,0,Infrastructure,HIGH,2,0,116.2,1
SIM003900,12278,RTM,WR,7,4,6,0.27,1,Clear,0,Operational,MEDIUM,0,0,7.0,0
SIM003901,12119,BPL,WCR,49,6,6,1.15,1,Rain,1,Signal,HIGH,4,2,611.8,1
SIM003902,12053,PNBE,ECR,8,7,10,0.57,1,Fog,2,Crew,HIGH,0,0,8.0,0
SIM003903,12224,JBP,WCR,30,4,7,0.37,0,Clear,0,Crew,HIGH,2,0,134.2,1
SIM003904,12120,BCT,WR,56,6,7,0.71,1,Clear,0,Signal,HIGH,4,2,750.1,1
SIM003905,12265,KGP,SER,14,5,9,0.69,1,Rain,1,Operational,HIGH,1,0,25.2,1
SIM003906,12230,ERS,SR,91,3,5,0.74,1,Storm,3,Infrastructure,MEDIUM,6,0,2793.2,0
SIM003907,12161,BSP,SECR,34,6,8,0.73,1,Clear,0,Rolling Stock,HIGH,3,2,206.1,1
SIM003908,12144,MAS,SR,66,9,12,0.37,1,Clear,0,Infrastructure,HIGH,5,2,1332.7,0
SIM003909,12298,CSMT,CR,18,8,18,0.14,0,Clear,0,Operational,HIGH,2,0,51.0,0
SIM003910,12093,ROU,SER,8,3,5,0.98,1,Heavy Rain,2,Signal,LOW,0,0,8.0,0
SIM003911,12071,AII,NWR,54,3,6,0.83,1,Clear,0,Passenger,MEDIUM,4,0,638.0,0
SIM003912,12058,NDLS,NR,1,9,16,0.32,0,Clear,0,Operational,HIGH,0,0,1.0,0
SIM003913,12265,MDU,SR,75,4,6,0.33,1,Heavy Rain,2,Signal,MEDIUM,5,2,1993.3,0
SIM003914,12034,SC,SCR,58,7,10,0.9,1,Rain,1,Operational,HIGH,4,2,493.7,1
SIM003915,12216,SBC,SWR,12,4,10,0.52,1,Clear,0,Rolling Stock,HIGH,0,0,12.0,0
SIM003916,12291,MLDT,ER,13,5,5,0.47,1,Rain,1,Crew,LOW,1,0,18.6,1
SIM003917,12057,BZA,SCR,58,5,10,0.6,1,Clear,0,Crew,HIGH,4,2,746.8,1
SIM003918,12137,MAS,SR,33,9,12,1.07,0,Clear,0,Rolling Stock,HIGH,2,0,164.4,0
SIM003919,12169,MFP,ECR,55,3,6,0.59,0,Fog,2,Rolling Stock,MEDIUM,4,0,685.6,1
SIM003920,12076,SC,SCR,41,7,10,0.87,0,Clear,0,Infrastructure,HIGH,3,0,227.5,1
SIM003921,12051,GHY,NFR,22,4,6,1.23,1,Clear,0,Passenger,HIGH,2,0,75.0,1
SIM003922,12251,R,SECR,17,3,7,0.55,0,Clear,0,Operational,MEDIUM,1,0,37.1,1
SIM003923,12013,RTM,WR,6,4,6,0.29,1,Fog,2,Weather,MEDIUM,0,0,6.0,0
SIM003924,12231,ADI,WR,17,6,12,0.27,1,Fog,2,Signal,HIGH,1,0,30.9,0
SIM003925,12257,MAO,KR,47,3,5,0.45,1,Clear,0,Operational,MEDIUM,3,2,457.4,1
SIM003926,12111,MAS,SR,5,9,12,0.24,1,Clear,0,Operational,HIGH,0,0,5.0,0
SIM003927,12282,BBS,ECoR,12,6,6,0.58,1,Clear,0,Signal,HIGH,0,0,12.0,0
SIM003928,12001,KYN,CR,1,5,8,0.44,1,Fog,2,Passenger,HIGH,0,0,1.0,0
SIM003929,12243,NDLS,NR,66,9,16,0.24,0,Clear,0,Operational,HIGH,4,0,1125.8,1
SIM003930,12182,JP,NWR,64,6,7,1.0,1,Clear,0,Passenger,HIGH,5,0,1186.6,0
SIM003931,12070,JP,NWR,27,6,7,0.63,1,Storm,3,Operational,HIGH,2,0,108.3,0
SIM003932,12201,VSKP,ECoR,1,5,8,1.08,1,Clear,0,Crew,HIGH,0,0,1.0,0
SIM003933,12231,GHY,NFR,54,4,6,0.8,1,Clear,0,Passenger,HIGH,4,2,546.3,1
SIM003934,12297,BSP,SECR,21,6,8,0.88,1,Clear,0,Infrastructure,HIGH,1,0,47.7,1
SIM003935,12276,MAS,SR,16,9,12,1.12,1,Rain,1,Operational,HIGH,1,0,31.7,0
SIM003936,12187,BSP,SECR,37,6,8,1.14,1,Rain,1,Crew,HIGH,3,2,206.5,1
SIM003937,12298,SBC,SWR,59,4,10,0.96,0,Clear,0,Rolling Stock,HIGH,4,0,663.6,1
SIM003938,12075,BPL,WCR,1,6,6,0.18,1,Heavy Rain,2,Signal,HIGH,0,0,1.0,0
SIM003939,12094,BSP,SECR,1,6,8,0.65,1,Clear,0,Crew,HIGH,0,0,1.0,0
SIM003940,12059,ROU,SER,24,3,5,0.11,0,Clear,0,Crew,LOW,2,0,79.7,1
SIM003941,12218,MYS,SWR,53,2,5,0.67,1,Rain,1,Infrastructure,MEDIUM,4,2,470.7,1
SIM003942,12112,UMB,NR,19,3,8,0.47,1,Clear,0,Operational,MEDIUM,1,0,45.7,0
SIM003943,12073,BAM,ECoR,47,3,4,0.99,1,Heavy Rain,2,Rolling Stock,LOW,3,2,364.3,1
SIM003944,12057,MAS,SR,101,9,12,0.57,1,Clear,0,Crew,HIGH,6,2,4114.1,0
SIM003945,12202,PRYJ,NCR,75,6,10,0.61,1,Clear,0,Infrastructure,HIGH,5,2,1548.3,1
SIM003946,12238,KYN,CR,31,5,8,0.99,0,Clear,0,Passenger,HIGH,2,0,108.9,1
SIM003947,12030,KYN,CR,37,5,8,0.92,0,Rain,1,Infrastructure,HIGH,3,0,254.8,1
SIM003948,12146,RTM,WR,1,4,6,0.6,1,Clear,0,Crew,MEDIUM,0,0,1.0,0
SIM003949,12283,NDLS,NR,52,9,16,0.29,1,Clear,0,Crew,HIGH,4,2,839.9,1
SIM003950,12316,MS,SR,25,2,10,0.13,1,Fog,2,Rolling Stock,MEDIUM,2,0,88.5,0
SIM003951,12235,SC,SCR,19,7,10,1.15,1,Clear,0,Signal,HIGH,1,0,45.5,0
SIM003952,12195,DLI,NR,2,3,10,0.53,0,Clear,0,Weather,HIGH,0,0,2.0,0
SIM003953,12238,DLI,NR,1,3,10,0.41,0,Clear,0,Operational,HIGH,0,0,1.0,0
SIM003954,12057,BZA,SCR,58,5,10,0.22,1,Clear,0,Crew,HIGH,4,2,699.9,1
SIM003955,12187,NDLS,NR,55,9,16,0.89,1,Clear,0,Infrastructure,HIGH,4,2,771.7,1
SIM003956,12158,SBC,SWR,17,4,10,0.91,1,Clear,0,Signal,HIGH,1,0,45.9,1
SIM003957,12125,PNBE,ECR,47,7,10,0.82,1,Clear,0,Operational,HIGH,3,2,426.3,1
SIM003958,12254,BPL,WCR,50,6,6,1.29,0,Rain,1,Weather,HIGH,4,0,534.7,1
SIM003959,12039,RTM,WR,1,4,6,0.89,0,Clear,0,Signal,MEDIUM,0,0,1.0,0
SIM003960,12185,RTM,WR,9,4,6,0.63,1,Heavy Rain,2,Rolling Stock,MEDIUM,0,0,9.0,0
SIM003961,12317,VSKP,ECoR,3,5,8,0.9,0,Clear,0,Signal,HIGH,0,0,3.0,0
SIM003962,12277,NGP,CR,30,7,8,0.97,0,Clear,0,Signal,HIGH,3,0,172.9,1
SIM003963,12001,BCT,WR,24,6,7,1.11,1,Heavy Rain,2,Signal,HIGH,2,2,103.3,0
SIM003964,12213,ADI,WR,31,6,12,0.16,1,Clear,0,Infrastructure,HIGH,3,2,203.3,1
SIM003965,12224,GHY,NFR,1,4,6,1.17,0,Clear,0,Passenger,HIGH,0,0,1.0,0
SIM003966,12142,TATA,SER,12,2,6,0.23,1,Heavy Rain,2,Crew,MEDIUM,0,0,12.0,0
SIM003967,12097,BSL,CR,1,3,7,0.14,1,Rain,1,Rolling Stock,MEDIUM,0,0,1.0,0
SIM003968,12140,HYB,SCR,28,1,6,0.98,1,Clear,0,Operational,MEDIUM,2,0,60.2,0
SIM003969,12193,BSP,SECR,27,6,8,1.21,1,Fog,2,Operational,HIGH,2,2,90.6,1
SIM003970,12057,SC,SCR,36,7,10,0.24,1,Clear,0,Operational,HIGH,3,0,193.7,1
SIM003971,12055,MAS,SR,81,9,12,0.41,1,Rain,1,Infrastructure,HIGH,5,2,1744.7,0
SIM003972,12290,NJP,NFR,60,2,6,0.52,1,Clear,0,Operational,MEDIUM,4,2,626.2,1
SIM003973,12284,NDLS,NR,14,9,16,0.9,0,Clear,0,Weather,HIGH,1,0,34.7,0
SIM003974,12313,GHY,NFR,1,4,6,1.29,0,Clear,0,Passenger,HIGH,0,0,1.0,0
SIM003975,12157,PRYJ,NCR,17,6,10,0.37,1,Clear,0,Infrastructure,HIGH,1,0,38.9,1
SIM003976,12270,PNBE,ECR,8,7,10,0.19,1,Fog,2,Passenger,HIGH,0,0,8.0,0
SIM003977,12228,TVC,SR,1,5,5,0.39,1,Fog,2,Rolling Stock,HIGH,0,0,1.0,0
SIM003978,12183,NDLS,NR,67,9,16,0.86,1,Clear,0,Infrastructure,HIGH,5,4,1394.2,1
SIM003979,12203,PRYJ,NCR,57,6,10,0.14,1,Clear,0,Infrastructure,HIGH,4,4,954.2,1
SIM003980,12275,VSKP,ECoR,28,5,8,0.54,0,Clear,0,Operational,HIGH,3,0,151.2,1
SIM003981,12063,GAYA,ECR,68,3,7,0.82,1,Fog,2,Rolling Stock,MEDIUM,5,4,1665.1,1
SIM003982,12066,VSKP,ECoR,1,5,8,0.51,1,Rain,1,Weather,HIGH,0,0,1.0,0
SIM003983,12167,ST,WR,2,3,5,0.46,0,Clear,0,Signal,MEDIUM,0,0,2.0,0
SIM003984,12250,MAS,SR,15,9,12,0.88,1,Clear,0,Weather,HIGH,1,0,21.4,0
SIM003985,12219,BAM,ECoR,46,3,4,0.55,1,Clear,0,Operational,LOW,4,2,420.1,1
SIM003986,12213,SC,SCR,14,7,10,0.32,1,Heavy Rain,2,Operational,HIGH,1,0,21.8,0
SIM003987,12075,TVC,SR,32,5,5,0.72,1,Storm,3,Passenger,HIGH,3,0,162.0,0
SIM003988,12023,DLI,NR,66,3,10,1.23,1,Heavy Rain,2,Signal,HIGH,5,2,1294.0,1
SIM003989,12001,BCT,WR,45,6,7,0.3,1,Clear,0,Operational,HIGH,3,2,428.6,1
SIM003990,12211,JP,NWR,3,6,7,0.64,1,Fog,2,Infrastructure,HIGH,0,0,3.0,0
SIM003991,12000,NJP,NFR,45,2,6,0.5,1,Clear,0,Signal,MEDIUM,3,2,320.7,1
SIM003992,12068,BPL,WCR,14,6,6,0.58,1,Clear,0,Infrastructure,HIGH,1,0,28.5,0
SIM003993,12177,KGP,SER,4,5,9,0.98,1,Clear,0,Weather,HIGH,0,0,4.0,0
SIM003994,12177,NJP,NFR,51,2,6,0.71,1,Clear,0,Signal,MEDIUM,4,2,540.2,1
SIM003995,12262,DLI,NR,22,3,10,1.05,1,Clear,0,Infrastructure,HIGH,2,0,59.0,1
SIM003996,12105,BBS,ECoR,27,6,6,0.64,1,Rain,1,Operational,HIGH,2,0,84.9,1
SIM003997,12130,BBS,ECoR,14,6,6,0.2,0,Clear,0,Rolling Stock,HIGH,1,0,25.2,0
SIM003998,12138,JP,NWR,4,6,7,0.91,1,Rain,1,Weather,HIGH,0,0,4.0,0
SIM003999,12186,GHY,NFR,60,4,6,0.2,1,Fog,2,Operational,HIGH,4,2,635.4,1
SIM004000,12247,MAS,SR,38,9,12,0.71,0,Clear,0,Operational,HIGH,3,0,209.7,0
SIM004001,12017,UMB,NR,57,3,8,0.52,0,Clear,0,Rolling Stock,MEDIUM,4,0,789.0,1
SIM004002,12185,RTM,WR,41,4,6,0.15,1,Heavy Rain,2,Operational,MEDIUM,3,2,290.7,1
SIM004003,12026,NDLS,NR,73,9,16,1.12,1,Clear,0,Rolling Stock,HIGH,5,2,1625.2,1
SIM004004,12180,HWH,ER,1,5,23,1.05,1,Clear,0,Operational,HIGH,0,0,1.0,0
SIM004005,12062,NDLS,NR,18,9,16,1.26,1,Clear,0,Rolling Stock,HIGH,2,0,53.2,0
SIM004006,12065,PNBE,ECR,12,7,10,0.59,0,Heavy Rain,2,Rolling Stock,HIGH,1,0,18.5,0
SIM004007,12285,JBP,WCR,12,4,7,1.18,1,Clear,0,Rolling Stock,HIGH,1,0,18.0,0
SIM004008,12104,MAS,SR,26,9,12,0.45,1,Heavy Rain,2,Signal,HIGH,2,0,99.1,0
SIM004009,12111,NDLS,NR,45,9,16,0.32,1,Clear,0,Infrastructure,HIGH,4,0,522.6,1
SIM004010,12029,BZA,SCR,24,5,10,1.08,0,Clear,0,Passenger,HIGH,2,0,89.3,1
SIM004011,12181,GHY,NFR,15,4,6,0.33,1,Clear,0,Passenger,HIGH,1,0,20.9,1
SIM004012,12153,VSKP,ECoR,27,5,8,1.28,1,Rain,1,Operational,HIGH,2,0,102.1,1
SIM004013,12270,PNBE,ECR,49,7,10,0.61,1,Heavy Rain,2,Infrastructure,HIGH,4,2,564.2,1
SIM004014,12216,LDH,NR,20,3,6,0.54,1,Clear,0,Signal,MEDIUM,1,0,39.9,0
SIM004015,12162,TVC,SR,1,5,5,1.21,1,Clear,0,Infrastructure,HIGH,0,0,1.0,0
SIM004016,12014,BBS,ECoR,17,6,6,1.1,0,Clear,0,Operational,HIGH,1,0,32.1,0
SIM004017,12158,SBC,SWR,30,4,10,1.13,1,Clear,0,Crew,HIGH,2,2,154.0,1
SIM004018,12232,BZA,SCR,47,5,10,0.24,0,Rain,1,Weather,HIGH,3,0,383.5,1
SIM004019,12059,MAS,SR,9,9,12,0.21,0,Clear,0,Signal,HIGH,0,0,9.0,0
SIM004020,12262,HWH,ER,9,5,23,0.49,1,Clear,0,Signal,HIGH,0,0,9.0,0
SIM004021,12040,TVC,SR,62,5,5,0.49,1,Rain,1,Signal,HIGH,4,0,1058.3,0
SIM004022,12095,KYN,CR,34,5,8,0.8,1,Clear,0,Signal,HIGH,2,2,158.6,1
SIM004023,12040,JP,NWR,46,6,7,0.64,1,Clear,0,Signal,HIGH,4,0,396.8,0
SIM004024,12248,KGP,SER,59,5,9,0.68,1,Fog,2,Signal,HIGH,5,2,1000.3,1
SIM004025,12166,BCT,WR,62,6,7,0.56,1,Clear,0,Operational,HIGH,5,0,948.7,1
SIM004026,12248,NJP,NFR,57,2,6,0.56,1,Clear,0,Crew,MEDIUM,4,2,617.1,1
SIM004027,12316,BWN,ER,29,3,6,0.8,1,Rain,1,Rolling Stock,MEDIUM,2,0,122.6,1
SIM004028,12147,KYN,CR,27,5,8,0.61,0,Clear,0,Rolling Stock,HIGH,2,0,125.1,1
SIM004029,12052,NDLS,NR,12,9,16,0.94,1,Clear,0,Passenger,HIGH,0,0,12.0,0
SIM004030,12240,ERS,SR,29,3,5,0.99,1,Rain,1,Crew,MEDIUM,2,2,145.8,0
SIM004031,12047,GHY,NFR,27,4,6,1.02,1,Clear,0,Infrastructure,HIGH,2,0,87.4,1
SIM004032,12014,CTC,ECoR,42,1,6,0.2,0,Rain,1,Weather,MEDIUM,3,0,143.4,0
SIM004033,12049,ST,WR,1,3,5,0.96,0,Clear,0,Weather,MEDIUM,0,0,1.0,0
SIM004034,12271,KGP,SER,70,5,9,0.14,1,Clear,0,Infrastructure,HIGH,5,2,1268.7,1
SIM004035,12087,CSMT,CR,36,8,18,0.51,1,Rain,1,Crew,HIGH,3,0,214.3,1
SIM004036,12085,MLDT,ER,71,5,5,0.4,0,Clear,0,Weather,LOW,5,0,1198.3,1
SIM004037,12136,BBS,ECoR,13,6,6,0.68,1,Clear,0,Crew,HIGH,1,0,27.2,0
SIM004038,12058,BBS,ECoR,32,6,6,1.08,0,Clear,0,Crew,HIGH,2,0,119.5,1
SIM004039,12144,MS,SR,38,2,10,0.23,1,Clear,0,Signal,MEDIUM,3,2,190.7,0
SIM004040,12213,CSMT,CR,113,8,18,0.27,1,Clear,0,Passenger,HIGH,6,2,7485.2,1
SIM004041,12131,MAS,SR,15,9,12,1.14,1,Heavy Rain,2,Passenger,HIGH,1,0,31.2,0
SIM004042,12047,GHY,NFR,57,4,6,0.33,1,Clear,0,Infrastructure,HIGH,4,2,548.8,1
SIM004043,12299,JHS,NCR,47,3,7,0.93,1,Storm,3,Operational,MEDIUM,4,2,435.4,1
SIM004044,12230,ERS,SR,1,3,5,0.15,1,Clear,0,Signal,MEDIUM,0,0,1.0,0
SIM004045,12132,CSMT,CR,15,8,18,1.23,1,Heavy Rain,2,Weather,HIGH,1,0,22.7,0
SIM004046,12293,CSMT,CR,2,8,18,0.97,0,Rain,1,Infrastructure,HIGH,0,0,2.0,0
SIM004047,12097,PRYJ,NCR,29,6,10,0.27,1,Clear,0,Signal,HIGH,2,0,92.2,1
SIM004048,12164,BSP,SECR,37,6,8,1.01,0,Clear,0,Crew,HIGH,3,0,254.6,1
SIM004049,12255,HWH,ER,52,5,23,0.48,1,Clear,0,Signal,HIGH,4,0,680.9,1
SIM004050,12063,GAYA,ECR,68,3,7,0.26,1,Fog,2,Rolling Stock,MEDIUM,5,4,1211.2,1
SIM004051,12209,BPL,WCR,40,6,6,0.26,1,Fog,2,Operational,HIGH,3,2,321.8,1
SIM004052,12203,NDLS,NR,19,9,16,0.89,1,Clear,0,Operational,HIGH,1,0,43.0,0
SIM004053,12150,NGP,CR,62,7,8,0.79,0,Rain,1,Signal,HIGH,4,0,891.2,1
SIM004054,12312,CBE,SR,16,5,6,0.92,0,Fog,2,Infrastructure,MEDIUM,1,0,29.0,0
SIM004055,12132,TVC,SR,23,5,5,0.6,1,Clear,0,Operational,HIGH,2,0,60.9,0
SIM004056,12128,PNBE,ECR,25,7,10,0.46,1,Clear,0,Rolling Stock,HIGH,2,0,69.3,1
SIM004057,12156,PURI,ECoR,1,2,5,1.0,0,Heavy Rain,2,Infrastructure,MEDIUM,0,0,1.0,0
SIM004058,12235,SC,SCR,19,7,10,0.37,1,Clear,0,Signal,HIGH,1,0,48.6,0
SIM004059,12174,BBS,ECoR,63,6,6,0.36,0,Rain,1,Operational,HIGH,4,0,576.3,1
SIM004060,12253,GKP,NER,35,5,10,0.52,1,Clear,0,Signal,HIGH,3,2,194.1,1
SIM004061,12030,KYN,CR,23,5,8,0.15,0,Clear,0,Rolling Stock,HIGH,2,0,71.6,1
SIM004062,12228,TVC,SR,62,5,5,0.75,1,Clear,0,Signal,HIGH,4,2,1045.8,0
SIM004063,12088,BBS,ECoR,16,6,6,1.23,1,Rain,1,Weather,HIGH,1,0,27.7,0
SIM004064,12025,AII,NWR,19,3,6,0.25,1,Rain,1,Signal,MEDIUM,1,0,47.1,0
SIM004065,12151,SC,SCR,22,7,10,0.46,0,Clear,0,Weather,HIGH,2,0,75.7,1
SIM004066,12161,PRYJ,NCR,1,6,10,0.27,1,Clear,0,Crew,HIGH,0,0,1.0,0
SIM004067,12158,MAS,SR,39,9,12,0.71,1,Heavy Rain,2,Passenger,HIGH,3,2,309.2,0
